"","prop_15","prop_16","age","gender","race","race4","race5","hispanic","educ","income3","ca_region","ca_county","pid3","pid7","elec_int_state","covid_response"
"391",2,1,55,2,4,4,4,1,5,3,4,19,1,2,2,2
"392",1,2,40,2,1,1,1,2,5,3,1,57,2,6,1,3
"393",1,2,52,2,2,2,2,2,5,2,4,19,1,1,1,1
"394",1,1,73,1,1,1,1,2,5,2,5,33,1,1,1,1
"395",2,1,66,2,2,2,2,2,6,3,2,34,1,1,2,1
"396",1,1,30,1,1,1,1,2,5,2,2,9,1,1,4,2
"397",NA,NA,39,2,4,4,4,2,3,2,5,30,3,4,3,2
"398",2,2,69,2,1,1,1,2,6,3,4,19,1,2,1,1
"399",1,1,61,2,1,1,1,2,3,3,3,1,1,1,1,1
"400",1,1,62,1,1,1,1,2,6,3,5,37,1,1,1,1
"401",1,1,59,2,1,1,1,2,6,3,2,34,1,1,1,1
"402",1,1,50,1,1,1,1,2,6,3,3,38,2,7,1,1
"403",1,1,56,2,2,2,2,2,4,4,4,19,1,2,2,1
"404",2,2,46,2,1,1,1,2,3,1,2,10,2,6,3,3
"405",1,1,56,2,1,1,1,2,4,1,3,7,1,1,1,1
"406",1,2,39,2,1,1,1,2,6,3,3,41,3,4,2,1
"407",1,2,75,2,1,1,1,2,5,3,2,34,1,1,1,1
"408",2,2,74,2,4,4,4,2,3,4,3,43,3,4,1,3
"409",NA,NA,60,2,2,2,2,2,3,4,4,19,1,1,1,NA
"410",3,3,85,2,1,1,1,2,6,4,5,37,5,8,2,1
"411",2,2,42,2,6,4,5,2,3,1,4,19,1,2,1,3
"412",2,2,70,1,6,4,5,2,3,1,5,36,4,5,3,2
"413",1,1,62,2,3,3,3,1,4,1,5,33,1,1,1,1
"414",1,1,36,1,2,2,2,2,4,2,3,1,1,1,1,1
"415",2,2,46,1,2,2,2,1,5,3,3,1,3,4,2,1
"416",1,2,73,2,4,4,4,2,6,3,4,19,1,1,1,2
"417",2,2,47,1,1,1,1,2,6,3,1,49,2,6,4,2
"418",2,2,66,2,1,1,1,2,3,4,5,33,3,4,4,2
"419",2,1,61,2,1,1,1,2,5,3,1,27,1,1,1,1
"420",1,1,45,2,4,4,4,2,4,1,5,30,1,2,1,1
"421",1,1,36,2,1,1,1,2,6,2,5,37,1,2,2,3
"422",2,2,63,1,1,1,1,2,3,1,5,30,2,7,3,2
"423",2,2,65,1,1,1,1,2,5,2,4,19,3,4,1,1
"424",1,1,65,2,1,1,1,2,5,3,5,30,1,1,1,1
"425",2,2,70,2,4,4,4,2,5,2,3,1,1,2,1,1
"426",2,2,55,1,1,1,1,2,5,2,5,37,2,7,2,3
"427",2,2,68,1,1,1,1,2,3,2,1,12,2,6,3,3
"428",1,1,65,2,1,1,1,2,5,2,2,39,1,2,1,2
"429",1,2,56,2,2,2,2,2,3,2,5,33,1,1,1,1
"430",2,2,56,1,1,1,1,2,6,4,2,15,3,4,4,2
"431",1,1,40,2,1,1,1,2,5,2,2,34,2,6,1,2
"432",3,2,19,2,4,4,4,2,3,1,4,19,1,2,2,3
"433",1,1,61,2,1,1,1,2,4,2,1,48,1,1,1,1
"434",1,2,37,2,1,1,1,2,4,2,2,24,1,1,2,1
"435",1,3,60,2,1,1,1,2,6,2,1,12,1,1,2,1
"436",1,2,55,2,1,1,1,2,5,4,2,34,1,1,1,1
"437",2,2,75,1,1,1,1,1,5,3,3,43,2,7,2,3
"438",1,1,76,2,1,1,1,2,2,1,5,36,1,1,1,3
"439",2,2,57,1,1,1,1,2,6,3,1,56,3,4,1,1
"440",1,2,47,2,1,1,1,2,6,2,2,34,2,7,1,1
"441",1,2,39,1,4,4,4,2,5,3,3,38,1,2,1,1
"442",1,2,33,1,3,3,3,1,5,1,5,13,1,2,2,1
"443",1,2,59,2,6,4,5,1,3,2,2,15,1,1,1,1
"444",2,2,74,1,1,1,1,2,2,2,4,19,2,6,4,3
"445",1,1,31,2,3,3,3,1,6,3,4,19,3,4,1,2
"446",NA,NA,35,2,7,4,5,1,6,4,5,33,2,7,5,2
"447",1,2,34,1,1,1,1,2,4,2,2,31,4,4,2,3
"448",1,2,56,2,1,1,1,2,6,3,2,34,1,1,1,1
"449",1,1,57,2,1,1,1,2,5,2,3,38,3,3,1,1
"450",1,2,47,2,4,4,4,2,5,3,2,31,1,1,1,3
"451",1,1,77,1,2,2,2,2,5,3,4,19,1,1,1,1
"452",1,1,67,2,1,1,1,2,4,1,1,49,1,2,2,3
"453",3,2,22,2,3,3,3,1,3,1,5,36,1,2,3,2
"454",2,2,74,2,1,1,1,2,6,1,2,45,1,2,2,1
"455",3,1,45,2,1,1,1,2,2,1,2,50,2,7,1,3
"456",2,2,57,2,1,1,1,1,5,3,2,10,3,3,2,1
"457",2,2,43,1,1,1,1,2,5,2,3,41,3,4,1,2
"458",1,2,78,1,1,1,1,2,6,2,5,30,1,1,1,1
"459",1,1,45,1,1,1,1,2,5,2,5,30,1,1,1,2
"460",1,1,44,2,6,4,5,2,5,4,4,19,1,2,2,1
"461",1,2,46,2,1,1,1,2,4,1,1,12,1,1,2,1
"462",2,2,36,2,4,4,4,2,5,4,4,19,5,3,2,1
"463",1,2,79,1,1,1,1,2,5,2,3,7,3,4,1,1
"464",3,2,41,2,1,1,1,2,6,2,4,19,3,4,2,3
"465",2,2,75,1,1,1,1,2,5,4,4,19,3,3,2,1
"466",2,NA,66,2,1,1,1,2,3,1,1,40,1,2,2,3
"467",1,1,49,1,4,4,4,2,6,2,3,41,1,2,1,3
"468",1,1,61,2,1,1,1,2,6,3,3,38,1,1,1,1
"469",2,2,46,2,6,4,5,2,6,3,4,19,2,7,4,2
"470",1,2,26,1,1,1,1,2,6,3,5,37,2,6,1,3
"471",2,2,70,2,1,1,1,2,5,2,4,19,4,4,3,2
"472",1,3,32,2,4,4,4,2,5,2,4,19,1,1,2,2
"473",1,1,30,2,1,1,1,2,6,4,4,19,1,1,2,1
"474",1,1,63,1,3,3,3,1,3,3,2,34,1,1,1,NA
"475",2,2,55,1,1,1,1,2,6,3,2,39,2,7,4,2
"476",1,2,70,2,1,1,1,2,3,2,3,7,3,3,2,1
"477",2,1,63,1,1,1,1,2,5,1,1,12,1,1,1,1
"478",1,1,69,2,1,1,1,2,5,2,5,30,1,1,1,1
"479",2,2,72,1,1,1,1,2,6,3,1,42,4,5,1,3
"480",2,2,70,2,1,1,1,2,5,2,2,15,2,7,3,3
"481",2,2,79,1,1,1,1,2,5,2,2,10,2,7,2,3
"482",NA,NA,73,1,1,1,1,2,6,NA,1,27,1,2,1,3
"483",1,1,54,2,1,1,1,2,6,3,4,19,1,1,1,1
"484",1,1,77,2,1,1,1,2,5,2,5,30,1,1,1,1
"485",NA,NA,30,1,1,1,1,2,6,1,3,43,4,4,2,3
"486",2,2,65,1,1,1,1,2,5,3,5,30,3,5,4,2
"487",2,3,74,2,1,1,1,2,4,2,5,33,3,3,1,1
"488",1,2,73,1,1,1,1,2,5,2,4,19,1,2,2,1
"489",2,2,78,1,1,1,1,2,6,4,3,7,3,4,3,2
"490",1,2,73,2,1,1,1,2,6,2,5,30,1,2,2,2
"491",2,2,65,1,1,1,1,2,5,4,3,7,4,8,3,2
"492",2,2,71,2,1,1,1,2,2,1,2,9,2,6,2,3
"493",2,2,61,1,1,1,1,2,4,3,2,39,3,5,1,2
"494",2,2,59,1,7,4,5,2,5,3,4,19,3,5,2,2
"495",2,1,25,1,2,2,2,2,5,1,4,19,1,1,1,1
"496",1,1,35,1,1,1,1,2,5,3,1,8,1,1,1,3
"497",2,2,45,2,4,4,4,2,6,3,4,19,1,2,2,3
"498",2,2,57,2,1,1,1,2,2,1,2,34,2,6,2,3
"499",2,2,66,2,1,1,1,2,5,3,1,48,1,1,1,1
"500",2,2,77,2,3,3,3,1,3,3,3,43,1,2,1,1
"501",2,2,41,1,4,4,4,2,4,4,5,30,4,5,5,2
"502",1,2,59,2,4,4,4,2,5,3,4,19,1,1,1,3
"503",2,2,68,2,1,1,1,2,5,4,3,21,2,7,4,2
"504",1,2,74,2,1,1,1,2,6,3,3,7,1,1,1,1
"505",1,1,28,1,2,2,2,2,5,3,2,10,2,7,1,3
"506",2,1,38,2,1,1,1,2,3,1,2,39,1,1,1,1
"507",1,1,61,1,1,1,1,2,3,2,4,19,3,3,1,1
"508",1,1,75,1,1,1,1,2,5,3,5,37,1,1,1,1
"509",2,2,64,2,1,1,1,2,5,3,2,45,3,4,1,2
"510",2,2,69,2,1,1,1,2,4,1,2,55,2,7,4,3
"511",1,1,70,1,1,1,1,2,6,4,5,30,1,1,1,1
"512",2,2,68,1,1,1,1,2,5,1,5,33,3,3,1,1
"513",2,2,72,1,1,1,1,2,5,4,5,33,1,1,1,1
"514",2,2,22,2,1,1,1,2,4,3,4,19,3,5,2,2
"515",3,3,57,1,1,1,1,2,6,3,5,30,1,1,1,1
"516",3,3,59,2,4,4,4,2,6,3,3,38,3,4,1,1
"517",1,2,66,2,3,3,3,1,5,3,2,5,1,2,1,3
"518",1,1,36,2,6,4,5,2,3,1,2,15,3,3,1,1
"519",1,2,63,1,4,4,4,2,6,2,5,36,2,7,1,3
"520",1,1,64,1,1,1,1,2,4,3,5,33,1,1,2,1
"521",1,2,65,2,1,1,1,2,6,3,5,30,3,5,2,1
"522",2,2,75,2,1,1,1,2,5,3,4,19,2,6,3,2
"523",2,1,68,2,1,1,1,2,2,3,3,43,1,1,1,1
"524",2,2,34,2,3,3,3,1,3,1,4,19,1,2,2,3
"525",2,3,62,2,7,4,5,2,5,3,5,36,3,4,2,1
"526",3,3,53,1,1,1,1,2,6,3,2,10,1,1,1,3
"527",2,2,37,2,4,4,4,2,5,2,5,37,2,6,1,2
"528",3,3,64,2,2,2,2,2,2,1,4,19,1,2,1,1
"529",2,2,59,2,1,1,1,1,4,4,2,34,3,8,1,1
"530",1,1,63,2,3,3,3,1,5,1,4,19,1,1,2,1
"531",2,2,74,1,1,1,1,2,6,3,5,33,2,6,3,3
"532",1,1,33,2,1,1,1,2,2,1,4,19,2,7,1,1
"533",2,1,72,2,1,1,1,2,5,3,2,16,1,1,1,1
"534",1,1,42,1,1,1,1,2,6,2,4,19,2,7,1,1
"535",2,1,79,2,3,3,3,1,3,3,3,43,1,1,1,1
"536",1,1,40,2,4,4,4,2,5,1,4,19,2,6,2,3
"537",1,2,34,2,1,1,1,2,6,1,1,28,1,2,1,2
"538",2,1,61,1,1,1,1,2,6,3,2,54,3,3,1,1
"539",3,1,33,2,4,4,4,2,3,2,4,19,1,1,2,3
"540",1,1,63,2,3,3,3,1,6,NA,3,7,1,1,1,1
"541",2,2,73,1,1,1,1,2,6,3,5,37,2,7,1,1
"542",3,2,50,2,1,1,1,1,3,1,1,40,3,4,2,3
"543",2,2,71,1,1,1,1,2,5,2,2,34,3,4,3,2
"544",2,2,39,1,6,4,5,2,5,3,5,30,4,4,2,2
"545",2,2,67,1,1,1,1,2,5,1,5,30,2,7,4,2
"546",2,2,68,2,1,1,1,2,6,3,3,41,3,4,1,1
"547",1,2,66,2,1,1,1,2,6,3,5,37,1,1,1,1
"548",1,1,56,2,2,2,2,2,3,1,2,10,1,1,1,2
"549",2,1,60,2,1,1,1,2,6,2,1,40,1,1,1,1
"550",2,2,63,2,1,1,1,2,5,3,5,30,2,7,4,2
"551",1,1,41,2,1,1,1,2,6,3,2,31,1,2,2,1
"552",1,2,68,2,1,1,1,2,5,3,2,34,1,2,1,3
"553",1,1,56,1,1,1,1,2,5,3,3,43,1,1,1,1
"554",1,1,70,2,1,1,1,2,6,3,1,27,1,1,1,1
"555",1,1,63,1,1,1,1,2,5,1,5,37,1,1,2,1
"556",2,2,78,2,4,4,4,2,5,3,4,19,2,6,5,3
"557",2,3,72,2,1,1,1,2,5,3,5,30,1,2,1,1
"558",1,2,34,1,4,4,4,2,2,4,5,37,2,7,5,3
"559",2,2,52,2,1,1,1,2,5,3,4,19,1,1,1,1
"560",3,2,71,2,1,1,1,2,4,3,3,41,2,7,2,2
"561",2,2,52,1,1,1,1,2,5,3,1,12,3,4,1,2
"562",2,2,50,1,1,1,1,2,6,3,4,19,1,2,3,3
"563",1,2,62,2,1,1,1,2,3,4,5,33,1,2,1,2
"564",1,1,73,2,2,2,2,2,3,2,2,24,1,1,1,1
"565",2,2,69,2,1,1,1,2,3,2,2,20,2,6,4,2
"566",3,3,68,1,1,1,1,2,6,2,3,41,1,1,1,3
"567",1,1,59,1,1,1,1,2,3,2,5,36,1,1,1,1
"568",2,2,70,2,1,1,1,2,3,4,1,42,2,7,2,1
"569",1,1,71,2,1,1,1,2,5,2,1,56,1,1,1,1
"570",2,2,64,2,1,1,1,2,4,1,5,37,1,1,2,1
"571",1,2,80,1,1,1,1,2,5,3,4,19,3,5,1,3
"572",1,1,34,2,7,4,5,2,2,1,2,50,1,1,1,3
"573",2,2,43,1,3,3,3,1,5,3,5,33,3,4,1,2
"574",1,1,31,1,1,1,1,1,5,3,4,19,1,1,1,1
"575",2,1,43,2,3,3,3,1,5,1,5,30,5,8,2,1
"576",1,1,42,1,5,4,5,1,6,2,5,33,1,1,1,2
"577",1,1,32,1,1,1,1,2,5,2,2,2,2,7,2,1
"578",1,2,67,1,1,1,1,2,4,1,5,36,1,2,1,1
"579",2,2,45,2,3,3,3,1,5,3,2,9,4,5,3,2
"580",1,1,25,1,6,4,5,2,4,4,3,7,1,2,1,3
"581",2,2,75,2,1,1,1,2,4,4,5,36,2,6,3,2
"582",1,1,34,1,1,1,1,2,5,1,3,43,1,2,1,1
"583",1,2,44,1,1,1,1,2,5,3,4,19,1,1,1,1
"584",1,1,62,1,1,1,1,1,5,2,1,57,3,3,1,1
"585",2,2,47,2,6,4,5,2,4,1,5,33,3,4,2,3
"586",2,2,69,1,1,1,1,2,4,2,5,33,3,5,2,2
"587",1,2,76,2,1,1,1,2,6,2,5,30,1,1,1,1
"588",2,1,76,1,1,1,1,2,6,3,1,56,1,1,1,1
"589",2,2,64,2,4,4,4,2,6,2,5,37,2,6,3,2
"590",1,2,53,2,1,1,1,2,5,2,1,35,1,1,2,1
"591",2,2,66,1,4,4,4,2,6,3,3,43,3,5,1,3
"592",1,2,61,1,1,1,1,2,3,1,1,12,2,7,1,1
"593",1,1,50,1,1,1,1,2,5,3,1,49,3,3,1,3
"594",2,1,33,2,3,3,3,1,3,1,4,19,1,1,3,1
"595",1,1,48,2,1,1,1,2,6,3,3,7,3,4,1,2
"596",1,1,70,2,2,2,2,2,5,3,3,41,1,1,1,3
"597",2,3,19,2,1,1,1,2,2,1,1,23,3,4,2,2
"598",2,2,75,1,4,4,4,2,6,3,5,30,3,3,1,3
"599",1,1,51,2,1,1,1,2,3,1,5,30,1,1,1,1
"600",1,2,64,1,1,1,1,2,3,2,2,54,2,7,3,2
"601",2,2,63,2,1,1,1,2,5,4,5,37,2,6,1,1
"602",1,1,58,1,4,4,4,2,6,3,3,43,3,3,1,1
"603",2,2,60,1,7,4,5,2,3,2,2,15,4,4,2,3
"604",2,2,67,2,1,1,1,2,4,1,2,4,1,2,1,1
"605",2,2,64,1,4,4,4,1,4,2,5,30,1,1,1,1
"606",1,1,60,1,3,3,3,1,6,3,5,36,3,3,1,1
"607",2,2,37,2,5,4,5,2,5,3,3,43,1,1,1,1
"608",1,1,65,2,1,1,1,2,6,2,3,41,1,1,1,1
"609",2,2,68,1,1,1,1,1,6,3,3,41,3,5,3,1
"610",2,2,65,2,1,1,1,2,5,2,3,1,2,7,2,1
"611",2,2,61,1,4,4,4,2,6,2,3,43,3,3,1,1
"612",1,1,63,2,1,1,1,2,3,1,1,27,1,1,1,3
"613",2,2,72,1,1,1,1,2,2,2,3,1,2,7,2,3
"614",1,1,46,2,3,3,3,1,3,3,4,19,1,1,1,1
"615",1,2,50,2,1,1,1,2,2,2,1,27,3,3,2,2
"616",NA,NA,48,2,4,4,4,2,5,3,4,19,1,1,2,2
"617",1,3,69,1,1,1,1,1,5,3,3,43,1,1,1,1
"618",1,1,64,1,7,4,5,2,5,2,3,1,3,4,1,1
"619",1,1,54,1,1,1,1,2,5,2,3,7,1,1,1,1
"620",2,1,56,2,1,1,1,2,3,1,4,19,3,3,1,1
"621",2,2,70,2,3,3,3,1,6,1,3,43,3,4,2,1
"622",2,2,59,1,1,1,1,2,3,3,3,1,2,6,1,1
"623",2,3,23,2,2,2,2,2,3,1,5,30,1,2,1,2
"624",1,1,75,1,1,1,1,2,5,1,3,38,1,1,1,1
"625",1,1,58,2,2,2,2,2,5,4,2,39,3,4,2,3
"626",1,1,38,2,1,1,1,2,5,2,1,23,1,1,2,1
"627",1,1,57,2,1,1,1,2,6,2,2,45,1,1,1,1
"628",1,2,51,1,4,4,4,2,5,1,5,30,1,1,1,2
"629",2,1,57,2,1,1,1,2,5,2,3,21,4,4,3,2
"630",1,2,54,2,7,4,5,2,3,1,2,50,4,4,3,3
"631",2,2,62,2,1,1,1,2,4,2,2,5,2,7,2,3
"632",2,2,45,1,1,1,1,2,6,3,5,37,3,5,2,1
"633",1,1,55,1,1,1,1,2,5,3,5,33,1,1,1,1
"634",2,3,56,2,1,1,1,2,5,3,5,30,2,6,2,1
"635",1,2,53,2,1,1,1,2,6,3,5,30,3,4,2,1
"636",1,1,42,1,4,4,4,2,5,2,3,43,3,4,2,2
"637",1,1,41,2,4,4,4,2,5,3,4,19,1,1,1,3
"638",2,1,40,2,1,1,1,2,5,2,3,43,3,3,2,3
"639",1,1,55,2,1,1,1,2,5,2,5,36,1,1,1,1
"640",1,2,45,1,1,1,1,2,6,3,4,19,1,1,1,1
"641",1,1,46,1,1,1,1,2,5,4,1,42,1,1,1,1
"642",1,1,18,2,3,3,3,1,3,3,5,33,1,1,1,2
"643",2,2,72,1,1,1,1,2,3,1,5,33,2,6,2,3
"644",1,1,38,1,1,1,1,2,3,2,2,34,3,3,1,1
"645",1,1,65,2,4,4,4,2,6,3,3,1,1,1,1,1
"646",1,3,39,2,6,4,5,2,3,1,1,56,3,4,2,1
"647",1,2,53,2,4,4,4,2,5,3,4,19,3,4,1,1
"648",2,1,30,1,2,2,2,2,2,3,4,19,1,1,1,3
"649",2,2,49,1,1,1,1,2,4,1,2,10,2,6,3,2
"650",2,2,72,1,1,1,1,2,4,3,5,30,1,1,1,1
"651",2,2,75,1,1,1,1,2,2,2,4,19,2,7,2,2
"652",1,1,54,2,1,1,1,2,5,1,4,19,1,1,1,1
"653",2,2,79,1,1,1,1,2,6,2,2,50,2,6,3,2
"654",1,1,23,1,3,3,3,1,2,1,4,19,1,1,2,2
"655",1,2,26,1,3,3,3,1,6,3,3,1,1,2,1,1
"656",2,2,67,2,1,1,1,2,3,2,5,37,2,7,1,1
"657",2,2,48,2,1,1,1,2,3,2,2,10,5,5,4,2
"658",2,2,75,1,1,1,1,2,4,1,4,19,2,6,2,1
"659",3,1,30,1,1,1,1,2,4,2,4,19,1,1,1,2
"660",1,1,58,2,1,1,1,2,4,2,2,39,1,2,1,1
"661",1,2,72,1,1,1,1,2,6,2,2,55,1,1,1,1
"662",2,2,61,2,1,1,1,2,4,1,2,10,3,4,2,3
"663",2,2,68,1,1,1,1,2,3,2,5,37,2,7,3,2
"664",2,2,50,2,5,4,5,2,3,2,5,33,3,4,4,2
"665",3,2,36,2,1,1,1,2,2,2,5,37,3,4,2,1
"666",1,1,63,2,1,1,1,2,3,3,2,31,1,1,1,1
"667",2,1,81,2,3,3,3,1,4,1,3,43,1,1,1,1
"668",2,2,61,2,7,4,5,2,3,1,2,45,3,4,2,2
"669",1,1,50,2,1,1,1,2,5,2,4,19,1,1,1,1
"670",2,1,61,2,1,1,1,2,3,1,3,1,3,3,1,1
"671",2,3,27,2,1,1,1,2,5,1,5,37,3,4,5,2
"672",NA,NA,38,2,1,1,1,2,5,3,4,19,2,6,2,2
"673",3,3,54,2,1,1,1,2,2,2,5,30,1,1,1,1
"674",2,2,59,1,1,1,1,2,5,2,5,30,2,7,1,3
"675",1,2,59,2,1,1,1,2,5,3,2,34,3,3,2,3
"676",2,2,69,1,1,1,1,2,5,4,1,8,1,2,1,1
"677",2,1,61,1,1,1,1,2,3,1,5,37,3,3,1,2
"678",1,2,54,1,4,4,4,2,6,3,3,43,1,2,1,1
"679",2,2,83,1,1,1,1,2,3,3,2,34,2,7,2,2
"680",2,1,43,1,1,1,1,2,3,4,5,37,4,3,2,1
"681",2,1,44,2,4,4,4,2,5,4,2,34,3,8,5,1
"682",2,2,34,2,1,1,1,2,3,2,1,56,3,3,1,1
"683",1,1,42,2,1,1,1,2,6,3,3,7,1,1,1,1
"684",1,1,55,2,1,1,1,2,6,3,4,19,1,1,1,3
"685",2,2,69,2,1,1,1,2,6,1,3,38,3,5,2,1
"686",2,2,64,1,1,1,1,2,4,3,3,7,1,2,1,2
"687",1,NA,59,1,1,1,1,2,6,2,4,19,1,2,2,3
"688",1,2,68,2,4,4,4,2,4,2,1,56,2,6,2,3
"689",1,1,56,1,2,2,2,2,5,2,4,19,1,1,1,3
"690",2,1,78,2,1,1,1,2,2,2,5,37,2,7,4,2
"691",2,2,59,1,3,3,3,1,6,2,2,54,3,5,4,3
"692",2,2,76,2,1,1,1,2,2,3,5,37,3,5,2,1
"693",1,2,48,2,1,1,1,2,4,2,4,19,1,1,1,1
"694",2,1,46,1,4,4,4,2,3,2,4,19,1,2,1,1
"695",2,2,40,2,1,1,1,2,5,3,3,7,2,6,5,3
"696",2,2,60,2,1,1,1,2,4,3,5,30,2,7,1,3
"697",1,2,82,2,1,1,1,2,2,1,4,19,1,1,1,1
"698",1,1,35,1,1,1,1,2,5,2,4,19,1,1,1,1
"699",2,1,70,1,1,1,1,2,4,1,2,39,1,1,1,1
"700",1,2,69,1,1,1,1,2,5,2,2,50,1,1,1,1
"701",1,2,48,1,1,1,1,2,5,3,3,41,1,1,1,1
"702",3,3,42,2,3,3,3,1,3,1,4,19,1,1,5,3
"703",2,2,70,2,1,1,1,2,6,3,1,27,1,1,2,3
"704",1,1,38,1,5,4,5,2,6,3,3,38,2,7,1,1
"705",3,3,46,2,4,4,4,2,6,3,4,19,3,4,1,3
"706",1,2,58,1,3,3,3,1,6,3,4,19,3,3,1,1
"707",1,2,64,1,1,1,1,2,6,2,1,40,3,4,2,1
"708",1,2,32,2,3,3,3,1,5,2,5,36,1,2,1,2
"709",2,2,31,2,1,1,1,2,4,2,2,29,4,4,5,2
"710",1,2,69,2,1,1,1,2,3,2,5,30,1,1,1,2
"711",1,1,45,1,4,4,4,2,5,3,3,41,2,6,2,3
"712",2,2,74,2,1,1,1,1,2,2,3,1,2,7,4,1
"713",1,1,71,1,1,1,1,2,2,2,2,10,3,3,1,1
"714",2,1,72,2,1,1,1,2,3,1,2,34,2,6,2,2
"715",1,2,69,2,1,1,1,2,6,3,3,43,1,2,1,1
"716",1,NA,72,1,1,1,1,2,5,1,1,40,4,3,2,1
"717",2,2,34,1,4,4,4,2,5,1,5,36,2,7,1,3
"718",2,2,61,2,1,1,1,2,3,1,5,33,1,1,1,3
"719",1,2,30,2,3,3,3,1,3,1,1,56,3,4,2,2
"720",NA,NA,59,2,1,1,1,2,3,3,2,50,5,4,5,3
"721",1,1,70,1,2,2,2,2,6,3,4,19,1,1,1,1
"722",1,2,60,1,1,1,1,2,5,1,3,38,1,1,1,1
"723",2,1,24,2,1,1,1,1,5,1,3,41,2,7,4,2
"724",2,2,21,1,1,1,1,1,4,3,1,56,2,7,1,3
"725",1,1,59,2,1,1,1,1,3,3,2,10,1,1,1,3
"726",1,NA,64,2,1,1,1,2,3,1,2,15,1,2,5,1
"727",1,1,46,2,1,1,1,2,3,1,5,37,2,7,1,3
"728",3,2,70,1,1,1,1,2,3,2,4,19,2,7,2,2
"729",NA,NA,65,2,1,1,1,2,2,1,5,33,2,7,2,3
"730",1,1,65,1,1,1,1,2,4,3,5,37,4,3,1,1
"731",2,2,77,1,1,1,1,2,4,4,2,10,3,4,1,3
"732",NA,2,82,2,2,2,2,2,6,1,3,7,1,1,1,1
"733",2,2,63,1,1,1,1,2,5,2,5,37,3,5,1,3
"734",2,2,58,1,1,1,1,2,3,2,2,18,2,7,4,2
"735",2,2,59,1,1,1,1,2,4,3,2,34,1,1,1,1
"736",1,1,58,2,1,1,1,2,4,3,5,37,1,1,1,1
"737",2,2,72,1,1,1,1,2,6,4,1,56,3,5,4,2
"738",2,2,63,1,1,1,1,2,5,1,5,30,2,7,2,2
"739",1,1,41,2,1,1,1,1,5,3,5,30,1,1,1,1
"740",2,2,66,1,4,4,4,2,6,3,4,19,1,1,1,1
"741",1,1,64,2,1,1,1,2,5,3,4,19,1,1,1,1
"742",2,2,45,2,4,4,4,2,6,2,4,19,3,3,2,3
"743",2,2,63,1,1,1,1,2,6,1,3,41,1,2,5,3
"744",2,2,73,2,1,1,1,2,3,1,2,16,2,7,4,3
"745",3,1,71,2,1,1,1,2,6,4,1,49,1,1,1,3
"746",1,1,55,2,1,1,1,2,5,4,3,43,3,4,2,1
"747",3,2,26,1,4,4,4,2,6,2,3,43,1,2,1,2
"748",1,1,35,1,3,3,3,1,3,1,5,36,1,1,1,3
"749",NA,1,33,2,6,4,5,1,6,2,1,57,1,1,1,1
"750",2,2,67,1,1,1,1,2,4,1,4,19,1,1,1,3
"751",1,3,68,2,1,1,1,2,6,1,1,49,1,2,1,1
"752",1,1,76,1,1,1,1,2,3,1,3,38,1,1,1,1
"753",1,1,72,1,2,2,2,2,6,2,3,38,1,1,1,3
"754",2,2,30,1,1,1,1,2,6,3,1,56,2,6,2,1
"755",1,1,32,1,6,4,5,2,6,3,3,1,1,1,1,1
"756",1,1,58,1,1,1,1,2,4,3,2,34,3,3,1,1
"757",1,2,44,2,2,2,2,2,5,2,4,19,1,1,3,2
"758",1,1,57,1,2,2,2,2,4,1,4,19,1,1,1,1
"759",2,1,66,1,1,1,1,2,3,3,5,37,1,1,1,1
"760",1,3,62,2,1,1,1,2,3,1,1,56,2,7,3,3
"761",2,2,48,2,4,4,4,2,6,3,5,33,2,7,2,2
"762",2,2,62,1,1,1,1,2,4,2,2,34,2,7,2,3
"763",1,1,42,2,2,2,2,2,3,3,4,19,4,3,1,3
"764",3,2,41,1,1,1,1,2,5,3,3,41,3,3,1,1
"765",2,2,56,1,4,4,4,2,6,3,4,19,3,4,1,1
"766",2,1,24,2,1,1,1,2,2,1,2,15,1,1,1,1
"767",1,1,59,1,1,1,1,2,3,2,4,19,1,1,1,1
"768",2,2,58,1,1,1,1,2,6,3,1,56,3,4,1,3
"769",2,2,52,2,4,4,4,1,5,4,4,19,3,5,2,2
"770",2,2,48,2,1,1,1,2,5,2,5,30,3,4,4,3
"771",1,1,71,2,4,4,4,2,6,4,3,7,1,1,1,1
"772",1,2,69,2,1,1,1,2,6,3,3,41,1,1,1,1
"773",2,2,63,1,1,1,1,2,4,2,2,45,2,7,2,2
"774",2,2,35,1,1,1,1,2,5,2,1,48,3,4,1,3
"775",2,2,49,2,1,1,1,2,2,2,2,34,1,2,2,1
"776",2,2,68,2,1,1,1,2,4,1,5,33,2,7,3,3
"777",3,3,53,2,1,1,1,2,3,1,1,17,1,1,2,3
"778",3,3,53,2,1,1,1,2,6,3,4,19,1,1,2,3
"779",1,1,38,2,2,2,2,2,5,3,2,34,1,1,1,3
"780",2,1,73,1,3,3,3,1,3,2,2,15,1,1,1,2
"781",2,1,25,2,3,3,3,1,4,1,4,19,3,3,1,2
"782",2,2,63,2,1,1,1,2,3,2,5,33,2,7,3,2
"783",2,2,72,1,1,1,1,2,3,2,5,36,2,7,3,2
"784",2,2,79,2,1,1,1,2,3,4,2,34,2,7,3,2
"785",2,2,39,2,1,1,1,2,6,3,2,34,1,1,1,1
"786",2,2,34,2,1,1,1,2,5,4,4,19,2,7,2,2
"787",1,1,77,1,1,1,1,2,4,2,3,7,1,1,5,1
