"","prop_15","prop_16","age","gender","race","race4","race5","hispanic","educ","income3","ca_region","ca_county","pid3","pid7","elec_int_state","covid_response"
"788",NA,NA,23,1,6,4,5,1,2,4,4,19,1,2,2,1
"789",2,1,76,1,2,2,2,2,6,3,5,37,1,1,1,3
"790",1,1,70,2,2,2,2,2,3,1,4,19,1,1,1,3
"791",2,2,77,2,1,1,1,2,3,3,4,19,1,2,2,3
"792",1,1,64,1,1,1,1,2,5,2,5,37,3,3,1,1
"793",2,2,69,1,1,1,1,2,3,4,2,29,2,7,3,3
"794",2,2,79,1,1,1,1,2,5,2,2,10,2,7,2,1
"795",2,1,62,1,1,1,1,2,3,1,2,45,3,4,1,1
"796",2,2,29,1,4,4,4,2,3,4,3,1,3,4,1,3
"797",3,3,31,2,1,1,1,2,3,1,4,19,1,1,5,3
"798",1,2,22,1,4,4,4,2,5,3,3,43,1,1,1,3
"799",2,2,38,2,6,4,5,2,2,3,4,19,3,5,4,2
"800",2,3,48,1,1,1,1,2,2,3,3,43,1,1,1,1
"801",1,1,78,1,1,1,1,2,5,1,1,56,1,1,2,1
"802",1,1,51,1,3,3,3,1,6,1,5,36,2,7,1,1
"803",2,2,60,1,4,4,4,2,6,2,4,19,1,1,1,1
"804",3,1,31,2,3,3,3,1,2,1,2,15,1,1,2,1
"805",1,2,34,2,1,1,1,2,6,3,3,43,3,3,1,3
"806",1,1,61,1,1,1,1,2,5,3,1,44,3,3,1,1
"807",NA,NA,26,2,3,3,3,1,2,2,4,19,2,6,2,3
"808",1,1,72,1,1,1,1,2,4,3,5,36,1,1,1,1
"809",1,1,59,2,6,4,5,2,5,2,3,1,3,4,1,2
"810",2,1,21,2,1,1,1,2,3,1,5,37,3,4,2,1
"811",2,2,61,2,1,1,1,2,4,1,2,54,3,3,1,1
"812",2,2,51,1,1,1,1,2,5,1,1,42,2,7,2,2
"813",2,2,54,2,1,1,1,2,6,3,4,19,2,6,5,2
"814",2,2,49,2,4,4,4,2,5,3,3,38,3,4,1,1
"815",2,2,69,2,1,1,1,2,5,1,1,28,3,4,2,NA
"816",2,2,59,1,1,1,1,2,3,2,3,41,4,5,4,1
"817",2,1,70,2,1,1,1,2,3,4,2,45,1,1,1,3
"818",2,2,73,1,1,1,1,2,3,1,4,19,1,2,1,1
"819",2,2,59,2,1,1,1,2,2,4,5,30,1,2,1,1
"820",2,2,64,1,1,1,1,2,6,2,3,1,1,2,1,1
"821",2,2,73,2,1,1,1,2,4,2,5,36,3,5,3,2
"822",1,1,77,2,1,1,1,2,6,3,3,21,1,1,1,1
"823",2,2,53,2,1,1,1,2,6,3,5,37,2,7,2,2
"824",1,2,30,1,1,1,1,2,5,1,5,30,3,3,1,1
"825",1,3,74,2,1,1,1,2,3,1,5,37,1,1,1,1
"826",2,2,37,1,1,1,1,2,4,2,2,29,4,4,2,3
"827",1,1,58,2,1,1,1,2,3,1,5,33,3,4,1,1
"828",2,2,24,2,1,1,1,2,5,4,5,36,3,5,2,2
"829",1,1,28,1,1,1,1,2,5,3,4,19,1,2,1,1
"830",1,1,29,2,3,3,3,1,4,1,2,54,1,1,1,1
"831",1,1,45,2,4,4,4,2,6,3,4,19,1,2,1,2
"832",2,1,37,2,1,1,1,2,5,2,3,43,1,1,5,1
"833",1,1,67,2,1,1,1,2,5,2,3,41,1,2,1,1
"834",2,1,55,1,4,4,4,2,3,3,2,39,1,2,1,1
"835",1,1,35,2,1,1,1,2,5,3,3,41,1,1,1,1
"836",2,2,53,2,6,4,5,1,4,1,2,15,1,2,1,3
"837",2,2,81,2,1,1,1,2,2,1,2,10,2,7,2,2
"838",2,2,67,1,1,1,1,2,4,1,3,1,2,7,5,2
"839",1,1,18,1,3,3,3,1,2,3,4,19,2,7,2,2
"840",2,2,52,2,3,3,3,1,1,1,5,36,2,6,2,3
"841",2,2,69,1,1,1,1,2,4,2,2,34,2,6,3,2
"842",2,2,74,2,1,1,1,2,3,1,2,58,1,1,2,1
"843",2,2,61,1,5,4,5,2,6,1,2,4,3,4,4,2
"844",2,2,34,2,3,3,3,1,5,1,5,36,1,2,3,3
"845",2,2,77,2,1,1,1,2,6,3,3,1,1,2,1,1
"846",1,1,31,1,4,4,4,2,4,3,1,44,1,1,1,1
"847",1,3,37,2,6,4,5,2,6,3,4,19,1,2,2,1
"848",2,2,60,2,4,4,4,2,6,2,3,43,2,7,2,2
"849",1,1,75,1,1,1,1,2,2,2,4,19,1,1,1,1
"850",1,1,75,1,1,1,1,2,3,2,1,49,1,1,1,1
"851",1,2,36,1,6,4,5,2,4,4,1,48,2,6,5,3
"852",1,1,30,2,4,4,4,2,5,1,5,30,3,4,2,3
"853",2,2,26,2,3,3,3,1,6,2,2,34,1,1,1,2
"854",2,2,37,2,1,1,1,2,6,4,5,30,2,7,2,2
"855",1,2,62,2,1,1,1,2,2,2,2,10,2,7,4,3
"856",1,1,23,1,2,2,2,1,4,2,4,19,1,1,2,1
"857",1,1,63,1,1,1,1,2,3,1,3,41,1,1,1,1
"858",3,3,53,1,1,1,1,2,3,2,2,34,2,7,3,2
"859",1,1,49,2,4,4,4,2,3,2,5,37,1,2,1,1
"860",2,1,81,1,6,4,5,2,6,3,1,44,1,1,1,1
"861",2,2,32,2,1,1,1,2,2,2,2,15,2,6,2,3
"862",1,1,36,2,4,4,4,2,5,3,3,43,2,6,2,3
"863",2,2,56,2,1,1,1,2,4,2,4,19,2,6,1,3
"864",2,1,66,1,1,1,1,2,4,1,3,1,1,2,1,3
"865",2,2,29,2,1,1,1,2,6,2,4,19,1,2,3,3
"866",3,2,55,1,1,1,1,2,2,1,2,11,2,7,2,3
"867",1,1,55,1,3,3,3,1,5,2,2,34,3,3,1,1
"868",2,2,62,2,1,1,1,2,6,2,5,33,3,4,3,2
"869",3,2,44,2,3,3,3,1,3,2,3,43,2,6,3,2
"870",2,1,51,2,1,1,1,2,3,2,3,1,1,1,1,1
"871",1,1,57,2,4,4,4,2,5,3,2,34,1,2,1,1
"872",2,2,62,2,1,1,1,2,5,2,2,3,3,4,2,1
"873",2,1,55,2,1,1,1,2,3,2,1,40,1,1,1,1
"874",1,1,52,2,2,2,2,2,5,2,3,1,3,3,1,2
"875",2,2,72,1,1,1,1,2,4,1,4,19,2,7,3,1
"876",1,1,73,1,1,1,1,2,6,2,3,41,1,1,2,1
"877",1,1,19,2,3,3,3,1,2,1,3,7,1,1,1,1
"878",1,2,65,1,1,1,1,2,3,3,2,39,3,4,1,1
"879",1,1,82,1,1,1,1,2,6,3,1,40,1,1,1,1
"880",2,2,56,1,3,3,3,1,2,2,2,15,2,6,3,3
"881",1,1,46,2,1,1,1,2,3,4,3,38,1,1,1,1
"882",1,2,74,1,1,1,1,2,4,3,1,49,3,4,2,3
"883",1,1,31,1,4,4,4,1,3,1,5,37,1,1,2,2
"884",2,1,39,2,4,4,4,2,3,1,3,38,3,4,2,3
"885",1,1,45,2,4,4,4,2,5,1,3,38,1,1,2,1
"886",2,1,72,1,4,4,4,2,5,3,3,38,1,2,2,1
"887",1,2,26,1,3,3,3,1,5,3,4,19,1,1,1,1
"888",2,2,34,2,3,3,3,1,5,2,4,19,3,5,2,3
"889",2,2,68,1,4,4,4,2,6,1,3,1,3,4,2,1
"890",1,1,61,2,1,1,1,2,6,3,3,21,1,2,1,1
"891",1,2,37,1,1,1,1,2,6,3,4,19,3,4,1,1
"892",2,3,51,1,1,1,1,2,3,2,5,33,3,3,1,3
"893",1,1,40,1,1,1,1,2,6,3,1,48,1,2,NA,2
"894",1,2,50,1,1,1,1,2,5,3,2,31,2,6,1,1
"895",1,2,23,2,1,1,1,2,4,1,1,40,1,2,1,1
"896",2,2,25,2,1,1,1,2,3,4,4,19,3,5,4,3
"897",1,1,83,2,1,1,1,2,3,2,2,31,1,1,1,3
"898",1,1,71,2,1,1,1,2,3,4,5,33,1,1,1,1
"899",2,2,63,1,1,1,1,2,4,2,1,48,2,7,1,3
"900",1,1,58,2,1,1,1,2,5,3,4,19,3,3,1,1
"901",1,2,52,2,1,1,1,2,3,3,3,43,1,1,1,1
"902",2,2,65,1,4,4,4,2,5,2,5,30,2,6,1,3
"903",2,2,71,2,1,1,1,2,4,3,2,16,2,7,3,3
"904",1,1,63,2,1,1,1,2,5,2,3,41,1,1,2,1
"905",2,2,55,1,1,1,1,2,6,2,2,34,2,6,1,1
"906",2,2,45,1,3,3,3,1,3,3,1,48,3,5,2,3
"907",2,2,55,1,4,4,4,2,6,3,4,19,2,6,1,2
"908",2,2,53,1,1,1,1,2,6,2,4,19,3,5,2,2
"909",1,1,39,2,1,1,1,2,4,4,1,49,1,1,1,3
"910",1,1,37,2,1,1,1,2,5,3,4,19,1,1,1,1
"911",2,2,36,1,4,4,4,2,6,3,3,41,2,7,2,2
"912",2,2,55,1,7,4,5,2,6,4,3,7,3,4,4,2
"913",2,3,38,1,2,2,2,1,3,2,2,34,3,4,3,3
"914",1,1,23,2,4,4,4,2,5,1,5,33,1,1,2,1
"915",2,2,56,2,3,3,3,1,3,1,3,43,1,2,2,2
"916",2,2,40,1,1,1,1,2,4,2,2,10,1,1,1,1
"917",1,1,46,1,1,1,1,2,6,3,4,19,2,7,1,1
"918",2,2,21,1,3,3,3,1,3,4,2,15,2,7,3,2
"919",2,2,38,2,1,1,1,2,5,2,4,19,3,3,3,3
"920",1,1,73,2,1,1,1,2,5,1,3,1,1,1,1,1
"921",1,1,40,2,1,1,1,1,5,3,1,56,1,2,2,2
"922",2,3,65,1,4,4,4,2,6,3,4,19,2,6,1,2
"923",2,1,56,2,1,1,1,2,6,2,3,43,1,1,1,1
"924",1,1,64,2,1,1,1,2,3,1,4,19,1,1,2,1
"925",2,2,76,1,1,1,1,2,5,1,3,43,3,5,2,1
"926",2,2,55,1,7,4,5,2,5,4,3,43,4,4,5,2
"927",2,2,63,2,1,1,1,2,5,1,1,57,1,1,1,2
"928",3,3,77,2,1,1,1,2,4,4,4,19,1,2,5,2
"929",1,1,69,1,1,1,1,2,3,1,1,49,1,1,1,1
"930",2,3,18,2,4,4,4,2,1,1,2,39,5,3,1,2
"931",1,2,66,2,1,1,1,2,4,1,1,56,1,1,1,1
"932",2,2,59,2,1,1,1,2,3,4,3,41,2,6,1,1
"933",2,2,55,1,1,1,1,2,6,3,4,19,2,7,4,2
"934",1,2,53,2,1,1,1,2,6,2,1,40,1,1,1,1
"935",2,1,59,1,4,4,4,2,6,2,5,33,3,4,3,3
"936",1,1,36,1,1,1,1,2,6,3,4,19,2,7,2,3
"937",2,2,76,1,1,1,1,2,3,3,1,48,2,6,2,2
"938",1,2,48,1,2,2,2,2,3,1,4,19,2,7,2,2
"939",1,1,40,2,4,4,4,2,5,3,3,38,1,1,1,1
"940",1,3,55,2,1,1,1,2,3,1,2,4,1,1,2,3
"941",2,2,60,1,3,3,3,1,3,3,2,15,4,4,3,2
"942",1,2,32,2,6,4,5,2,5,1,5,37,1,1,1,1
"943",1,1,59,2,3,3,3,1,5,4,3,43,3,3,1,1
"944",1,2,28,2,1,1,1,2,5,3,2,34,4,4,1,3
"945",1,3,27,2,1,1,1,2,3,2,5,13,3,4,3,3
"946",2,1,56,2,3,3,3,1,5,1,3,43,1,1,1,3
"947",2,1,29,2,1,1,1,2,5,2,4,19,1,1,1,2
"948",2,2,34,2,4,4,4,2,5,3,3,38,3,5,2,2
"949",2,2,79,1,4,4,4,2,3,2,1,56,3,5,2,3
"950",2,2,60,1,1,1,1,2,6,3,2,50,4,5,3,2
"951",3,3,37,1,1,1,1,2,5,3,3,43,3,5,1,1
"952",2,2,75,1,1,1,1,2,4,2,4,19,2,6,4,2
"953",1,1,35,1,1,1,1,2,6,3,4,19,2,7,2,3
"954",1,1,55,2,4,4,4,2,6,2,3,43,1,1,1,1
"955",2,2,69,2,1,1,1,2,5,3,3,1,1,2,2,3
"956",2,2,50,1,1,1,1,1,2,2,5,37,2,7,1,2
"957",1,1,79,2,1,1,1,2,3,2,3,1,1,1,1,1
"958",2,2,36,1,3,3,3,1,5,3,4,19,3,4,1,1
"959",1,1,34,2,3,3,3,1,6,3,5,30,1,2,1,1
"960",1,1,21,1,1,1,1,2,4,3,4,19,1,2,1,1
"961",1,1,38,2,1,1,1,2,6,2,1,56,1,1,1,1
"962",1,1,52,2,1,1,1,2,2,3,5,30,1,1,1,1
"963",2,2,50,1,6,4,5,1,4,3,2,50,2,6,1,3
"964",1,1,26,2,3,3,3,1,6,3,1,42,2,7,1,1
"965",1,3,70,2,1,1,1,2,3,4,2,45,1,1,1,3
"966",2,2,42,2,1,1,1,2,6,1,5,36,2,7,2,3
"967",2,1,39,2,2,2,2,2,3,2,2,39,4,4,2,3
"968",1,1,53,2,1,1,1,2,2,4,2,4,2,7,1,3
"969",1,2,72,1,1,1,1,2,5,1,3,38,1,1,1,1
"970",2,2,58,2,1,1,1,2,2,2,5,33,2,6,1,3
"971",3,2,31,1,6,4,5,2,3,1,1,27,2,6,3,1
"972",2,1,52,1,4,4,4,2,5,3,4,19,3,3,1,3
"973",2,2,56,1,1,1,1,2,2,3,2,34,2,7,2,3
"974",2,2,41,2,4,4,4,2,3,1,5,37,2,6,2,3
"975",NA,1,80,2,7,4,5,2,6,4,3,43,1,1,2,1
"976",2,2,59,2,6,4,5,2,3,2,4,19,2,7,3,2
"977",2,1,24,1,2,2,2,2,2,1,3,1,1,2,3,1
"978",1,1,48,2,4,4,4,2,3,2,3,41,1,1,1,1
"979",2,2,24,2,1,1,1,1,3,1,2,51,3,5,4,2
"980",2,2,44,1,1,1,1,2,3,4,5,30,2,7,3,2
"981",2,1,68,1,4,4,4,2,5,3,3,7,2,6,5,3
"982",2,1,71,1,1,1,1,2,3,1,5,37,1,2,1,1
"983",NA,NA,45,2,1,1,1,2,2,2,2,54,2,6,2,2
"984",1,1,66,2,1,1,1,2,3,1,5,37,1,1,1,2
"985",1,1,68,1,1,1,1,2,6,2,1,48,1,1,1,1
"986",2,2,30,1,2,2,2,1,5,1,5,36,3,4,4,2
"987",2,2,23,1,1,1,1,2,3,3,1,40,1,2,2,1
"988",1,2,60,2,2,2,2,2,6,4,4,19,3,3,2,2
"989",1,1,22,1,5,4,5,2,2,2,3,38,1,2,2,1
"990",2,2,34,2,1,1,1,2,3,3,3,43,1,1,1,1
"991",2,2,61,1,2,2,2,2,5,3,2,10,2,7,3,2
"992",2,2,63,2,1,1,1,2,3,2,2,50,1,2,1,1
"993",2,2,53,1,1,1,1,2,5,3,5,37,3,4,1,3
"994",1,1,64,1,1,1,1,2,5,4,3,43,1,1,1,3
"995",2,2,63,1,7,4,5,2,4,1,2,15,2,7,4,2
"996",1,2,39,1,1,1,1,2,6,3,4,19,2,7,1,3
"997",2,2,40,1,1,1,1,2,5,1,2,34,3,3,1,1
"998",1,1,54,2,3,3,3,1,3,1,3,38,1,1,1,1
"999",2,2,79,2,1,1,1,2,3,1,2,34,1,1,1,3
"1000",2,2,69,2,1,1,1,2,3,1,1,56,2,6,1,3
"1001",1,1,55,2,1,1,1,2,2,1,5,33,1,1,1,1
"1002",3,2,76,2,1,1,1,2,3,1,5,33,1,1,1,1
"1003",1,1,75,2,1,1,1,2,3,4,3,1,4,3,2,1
"1004",2,2,72,1,1,1,1,2,3,2,5,33,1,1,1,2
"1005",2,2,25,1,1,1,1,2,3,2,4,19,2,7,2,3
"1006",2,2,75,2,1,1,1,2,2,1,5,33,1,2,NA,3
"1007",1,2,88,2,1,1,1,2,6,2,1,48,2,7,5,3
"1008",2,1,54,2,1,1,1,2,5,3,4,19,3,4,2,1
"1009",1,1,36,2,1,1,1,2,4,2,4,19,1,2,2,3
"1010",1,1,41,1,1,1,1,2,4,2,5,33,1,1,1,1
"1011",1,1,32,2,2,2,2,2,5,3,4,19,1,1,2,2
"1012",2,2,57,1,1,1,1,2,5,3,5,36,2,6,2,2
"1013",2,2,59,1,1,1,1,2,6,2,2,34,3,4,4,2
"1014",1,1,30,2,1,1,1,1,5,3,3,38,4,3,1,1
"1015",1,1,37,1,1,1,1,1,5,2,3,43,1,1,1,1
"1016",2,2,60,1,3,3,3,1,3,1,5,33,3,5,4,2
"1017",2,2,67,2,1,1,1,2,3,3,5,37,2,7,2,2
"1018",2,2,64,1,1,1,1,2,3,3,1,56,2,7,1,2
"1019",1,2,60,2,1,1,1,2,6,4,5,30,1,1,1,1
"1020",2,2,76,1,3,3,3,1,4,2,5,36,2,7,1,2
"1021",1,2,27,2,4,4,4,2,5,2,3,1,3,4,2,1
"1022",2,1,40,2,3,3,3,1,5,1,5,37,1,1,2,1
"1023",1,1,62,1,1,1,1,2,5,1,5,33,1,1,1,1
"1024",1,2,75,1,1,1,1,2,1,2,5,37,1,1,1,3
"1025",2,2,49,1,1,1,1,2,3,2,2,9,1,1,2,1
"1026",1,1,63,1,1,1,1,2,2,1,4,19,1,2,4,2
"1027",1,1,35,1,1,1,1,2,4,2,2,58,1,1,1,1
"1028",2,2,74,2,1,1,1,2,3,1,5,30,2,7,3,3
"1029",2,2,42,1,1,1,1,2,5,2,3,38,3,5,2,3
"1030",2,2,55,1,1,1,1,2,5,2,2,9,2,6,2,2
"1031",1,1,42,1,1,1,1,2,6,2,5,13,2,7,1,1
"1032",2,2,71,2,4,4,4,2,5,3,4,19,2,7,4,3
"1033",1,1,53,1,1,1,1,2,2,2,2,20,3,3,2,2
"1034",3,1,23,2,1,1,1,2,3,4,5,33,3,3,2,3
"1035",2,2,71,2,1,1,1,2,4,2,5,37,2,7,2,1
"1036",2,2,38,2,3,3,3,1,5,3,5,37,1,2,1,3
"1037",1,2,74,2,1,1,1,2,4,3,5,33,1,1,1,1
"1038",1,1,57,1,1,1,1,2,6,3,3,1,1,2,1,3
"1039",2,2,64,1,1,1,1,2,5,3,5,33,1,2,2,2
"1040",2,2,61,1,1,1,1,2,6,3,5,37,2,6,1,2
"1041",1,1,38,1,4,4,4,2,6,1,4,19,1,2,2,3
"1042",2,2,64,2,1,1,1,2,3,1,5,30,2,7,2,2
"1043",2,2,69,1,1,1,1,2,3,2,1,56,1,2,1,2
"1044",2,2,59,1,1,1,1,2,5,3,1,48,3,4,1,1
"1045",2,1,68,2,1,1,1,2,6,3,1,49,1,1,1,1
"1046",1,1,42,2,6,4,5,1,2,3,3,7,3,3,1,1
"1047",2,2,83,2,1,1,1,2,3,1,5,37,3,5,2,3
"1048",2,2,61,1,1,1,1,2,6,2,5,33,2,7,2,3
"1049",NA,NA,27,2,5,4,5,1,3,1,2,3,1,2,3,2
"1050",1,2,59,2,6,4,5,1,1,1,2,34,1,1,1,1
"1051",2,2,55,2,1,1,1,2,5,3,2,45,3,4,2,3
"1052",3,1,35,2,1,1,1,2,6,2,2,15,2,7,3,3
"1053",1,1,68,1,4,4,4,2,6,3,5,30,3,5,1,1
"1054",2,2,60,2,1,1,1,2,3,3,2,31,1,1,1,3
"1055",2,2,69,1,1,1,1,2,3,2,5,33,3,5,3,2
"1056",2,2,52,1,6,4,5,1,3,1,3,43,3,3,1,2
"1057",1,1,33,2,6,4,5,2,5,3,1,56,3,4,2,1
"1058",2,2,51,2,1,1,1,2,4,1,2,15,2,7,2,2
"1059",2,2,40,2,1,1,1,2,4,3,5,30,2,6,1,1
"1060",2,2,81,1,7,4,5,2,4,1,1,40,2,7,2,2
"1061",1,1,71,2,7,4,5,2,5,2,3,1,1,1,1,1
"1062",2,1,70,2,4,4,4,2,2,1,2,45,1,1,1,1
"1063",2,3,39,2,4,4,4,2,6,3,3,38,3,4,1,1
"1064",1,2,68,1,1,1,1,2,3,2,3,43,1,1,1,1
"1065",3,3,67,2,1,1,1,2,3,4,2,34,4,8,1,3
"1066",1,1,59,2,1,1,1,2,5,4,1,17,1,1,1,1
"1067",1,2,72,1,1,1,1,2,3,1,1,57,3,4,1,2
"1068",1,1,61,1,1,1,1,2,3,4,3,43,3,3,1,1
"1069",1,1,33,2,1,1,1,2,6,3,2,31,1,2,1,1
"1070",2,1,58,2,4,4,4,2,5,4,5,36,1,1,1,1
"1071",3,2,46,1,1,1,1,2,6,3,4,19,2,7,2,1
"1072",2,2,52,1,3,3,3,1,2,1,5,33,2,6,2,2
"1073",1,2,29,2,1,1,1,2,3,2,5,37,4,3,1,2
"1074",2,2,61,1,1,1,1,2,3,3,1,48,3,5,3,1
"1075",1,1,40,1,5,4,5,2,4,1,4,19,1,2,1,2
"1076",2,2,70,2,4,4,4,2,5,3,3,41,3,4,4,3
"1077",2,2,77,2,1,1,1,2,3,2,5,30,2,6,2,1
"1078",2,2,57,1,1,1,1,2,3,2,5,30,2,7,4,2
"1079",2,1,23,2,6,4,5,2,5,2,2,34,3,3,2,1
"1080",2,2,52,2,1,1,1,2,4,2,1,40,1,2,1,1
"1081",1,1,68,2,4,4,4,2,5,3,4,19,1,1,1,3
"1082",1,2,55,2,4,4,4,2,3,3,3,43,1,2,1,1
"1083",3,3,70,1,1,1,1,2,3,4,5,37,2,6,2,2
"1084",2,2,60,1,1,1,1,1,2,1,3,1,2,7,3,3
"1085",2,2,61,2,1,1,1,2,5,3,5,37,2,7,3,3
"1086",1,1,21,2,1,1,1,2,3,1,2,54,1,1,1,1
"1087",1,1,39,2,1,1,1,2,6,3,4,19,2,6,2,2
"1088",2,2,61,2,1,1,1,2,3,3,2,39,2,7,4,2
"1089",2,3,20,2,1,1,1,2,3,3,3,43,2,6,2,3
"1090",1,3,35,1,7,4,5,2,6,4,3,38,3,4,2,1
"1091",2,2,56,1,1,1,1,2,5,3,5,30,2,7,3,2
"1092",1,2,60,1,1,1,1,2,5,3,2,34,2,7,4,2
"1093",NA,NA,33,2,3,3,3,1,5,2,5,37,5,8,2,3
"1094",2,2,71,1,1,1,1,2,3,3,2,10,2,7,3,2
"1095",2,2,77,1,1,1,1,2,3,2,2,34,3,5,4,3
"1096",2,2,61,1,4,4,4,2,4,2,5,37,2,6,2,3
"1097",1,2,31,1,4,4,4,2,6,3,3,1,3,5,2,1
"1098",1,1,31,2,3,3,3,1,4,1,2,50,1,1,1,1
"1099",2,1,55,2,1,1,1,2,5,3,5,30,1,1,1,1
"1100",1,2,66,2,1,1,1,2,5,3,3,1,3,3,1,1
"1101",1,2,54,1,1,1,1,2,6,3,3,43,3,4,1,1
"1102",2,2,58,1,6,4,5,2,3,2,2,39,4,5,2,2
"1103",2,2,53,1,1,1,1,1,5,3,3,7,2,7,3,3
"1104",1,2,70,2,1,1,1,2,5,2,1,56,3,3,1,3
"1105",2,2,68,1,1,1,1,2,3,2,2,50,4,5,3,2
"1106",2,2,61,2,1,1,1,2,4,1,2,34,5,8,1,1
"1107",2,2,82,2,1,1,1,2,2,2,4,19,1,2,2,2
"1108",1,3,61,2,1,1,1,2,2,4,4,19,1,1,2,2
"1109",1,1,48,1,1,1,1,1,5,2,5,36,2,6,2,2
"1110",2,2,69,2,1,1,1,2,3,3,4,19,2,6,2,1
"1111",1,1,63,1,1,1,1,2,2,1,5,33,1,1,1,1
"1112",2,1,58,2,1,1,1,2,6,2,4,19,3,3,2,3
"1113",2,1,68,1,1,1,1,2,2,1,5,33,1,1,1,1
"1114",1,1,32,2,1,1,1,2,3,3,3,43,3,3,5,1
"1115",1,2,66,2,1,1,1,2,4,2,2,34,1,1,1,1
"1116",1,1,60,2,1,1,1,2,5,1,5,33,1,1,1,1
"1117",1,1,69,2,1,1,1,2,3,4,4,19,1,1,1,1
"1118",2,2,81,1,1,1,1,2,4,3,5,33,2,7,3,2
"1119",2,2,71,1,1,1,1,2,2,2,5,37,2,7,2,2
"1120",2,2,71,1,1,1,1,2,4,2,5,37,2,7,1,3
"1121",2,2,18,1,3,3,3,1,2,4,2,54,1,2,1,2
"1122",2,1,66,2,1,1,1,2,4,3,2,34,3,4,1,1
"1123",1,1,28,2,3,3,3,1,5,3,3,38,1,1,1,1
"1124",2,2,30,2,1,1,1,2,4,2,5,37,2,7,4,2
"1125",2,2,56,1,1,1,1,2,3,2,4,19,2,7,5,2
"1126",1,1,46,1,1,1,1,2,3,1,2,34,3,3,1,1
"1127",1,1,58,2,1,1,1,2,4,3,2,31,2,7,5,3
"1128",1,1,34,1,1,1,1,1,5,3,2,6,2,7,1,1
"1129",2,2,31,1,4,4,4,1,2,1,2,31,1,2,3,2
"1130",1,1,75,1,1,1,1,2,2,3,3,7,1,1,1,1
"1131",2,2,65,2,3,3,3,1,5,2,5,30,1,1,1,1
"1132",2,2,65,2,1,1,1,2,3,2,5,37,4,5,3,2
"1133",2,2,52,2,1,1,1,2,6,1,1,56,4,4,3,2
"1134",3,2,48,2,1,1,1,2,3,1,5,37,3,5,5,3
"1135",1,1,27,2,4,4,4,2,5,4,5,30,1,2,1,2
"1136",2,2,79,2,1,1,1,2,3,1,2,39,3,4,2,3
"1137",2,2,22,1,4,4,4,2,3,1,2,34,2,6,3,2
"1138",2,2,69,2,1,1,1,2,4,3,3,7,2,7,3,1
"1139",2,2,82,2,1,1,1,2,3,3,4,19,2,6,1,1
"1140",1,3,65,1,4,4,4,2,5,2,1,40,3,3,1,1
"1141",2,2,69,2,1,1,1,2,4,4,2,15,4,4,3,3
"1142",2,2,56,2,1,1,1,2,3,1,5,37,3,4,3,2
"1143",2,2,50,2,1,1,1,2,3,1,5,37,3,3,2,2
"1144",1,1,25,1,6,4,5,2,5,2,4,19,1,1,1,1
"1145",1,1,30,1,2,2,2,2,5,4,3,1,1,1,2,3
"1146",2,2,58,1,1,1,1,2,5,3,2,31,3,3,1,1
"1147",2,1,55,2,1,1,1,2,3,2,3,38,1,1,1,1
"1148",2,2,41,2,3,3,3,1,5,1,4,19,2,6,4,3
"1149",3,1,27,2,6,4,5,2,2,3,5,37,1,2,1,3
"1150",2,2,31,2,4,4,4,1,5,4,3,1,3,5,3,3
"1151",2,1,62,1,6,4,5,1,6,3,3,7,1,2,1,1
"1152",1,2,55,2,7,4,5,2,3,1,2,50,4,5,3,2
"1153",1,1,52,1,1,1,1,2,5,2,3,38,1,1,1,1
"1154",3,3,25,1,3,3,3,1,5,2,4,19,1,2,1,2
"1155",1,2,75,2,1,1,1,2,3,1,1,23,3,8,5,1
"1156",2,2,67,2,1,1,1,2,2,1,4,19,2,7,3,3
"1157",2,2,46,1,1,1,1,2,6,3,1,56,3,4,4,2
"1158",NA,NA,33,2,3,3,3,1,5,2,5,37,1,2,2,3
"1159",2,2,65,1,6,4,5,1,2,4,3,41,3,4,2,3
"1160",2,2,82,2,1,1,1,2,2,1,3,43,3,3,2,1
"1161",NA,NA,19,1,4,4,4,2,3,1,5,37,3,5,1,1
"1162",1,1,76,2,1,1,1,2,3,2,2,4,1,1,1,1
"1163",NA,NA,22,2,3,3,3,1,4,4,4,19,1,2,2,2
"1164",3,3,56,1,1,1,1,2,5,3,4,19,1,1,1,3
"1165",1,1,35,2,1,1,1,2,6,2,3,1,1,1,1,1
"1166",2,2,70,2,1,1,1,2,2,3,3,41,1,2,3,1
"1167",2,2,64,1,1,1,1,2,2,2,1,8,1,2,1,1
"1168",1,1,39,2,1,1,1,2,6,3,3,38,4,3,1,1
"1169",1,1,29,2,4,4,4,2,5,2,4,19,1,2,1,1
"1170",1,2,25,1,3,3,3,1,5,1,5,30,5,4,1,1
"1171",1,1,50,1,1,1,1,2,6,3,1,44,4,3,1,1
"1172",1,1,59,1,1,1,1,2,5,2,4,19,1,1,1,1
"1173",1,1,53,2,1,1,1,2,5,3,5,13,1,1,1,1
"1174",1,1,56,1,1,1,1,2,3,1,4,19,1,1,1,1
"1175",1,1,27,1,3,3,3,1,4,1,5,37,4,4,2,1
"1176",2,2,70,2,1,1,1,2,3,1,4,19,3,3,2,NA
"1177",1,1,24,2,1,1,1,2,5,2,5,37,5,3,1,1
"1178",1,2,50,1,1,1,1,2,5,1,3,1,1,1,2,1
"1179",2,2,50,1,1,1,1,2,6,4,4,19,2,6,2,3
